Date,Daily Rainfall Total (mm),Highest  30-min Rainfall (mm),Highest  60-min Rainfall (mm),Highest 120-min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h),year,month
9 Jan,0,0,0,0,27.9,32.5,24.8,10.4,30.2,2016,January
10 Jan,0,0,0,0,28.1,32.5,25.6,9.4,28.8,2016,January
11 Jan,0.2,0.2,0.2,0.2,28,32.6,24.6,9.7,30.2,2016,January
12 Jan,0,0,0,0,28.5,32.2,25.8,10.8,32,2016,January
13 Jan,0,0,0,0,28.3,32.7,25.4,9.7,32.8,2016,January
14 Jan,0,0,0,0,27.9,32.5,25.3,9.7,29.5,2016,January
15 Jan,0.2,0.2,0.2,0.2,27.2,32.1,24.7,9,28.8,2016,January
16 Jan,14,8.8,9.6,13.8,27.3,33.3,25.2,8.6,25.9,2016,January
17 Jan,28,13.4,20.8,27.4,26.3,31.9,23.5,8.6,26.6,2016,January
18 Jan,0,0,0,0,28,32.7,25,9.4,26.3,2016,January
19 Jan,0,0,0,0,27.6,31.7,25,9.4,32.8,2016,January
20 Jan,1.6,0.8,0.8,1.2,27.8,31.8,25.8,9,26.6,2016,January
21 Jan,0.2,0.2,0.2,0.2,27.4,31.1,25.2,9.4,28.8,2016,January
22 Jan,0,0,0,0,27.9,31.6,24.9,10.4,31,2016,January
23 Jan,0,0,0,0,28.4,32,26.1,11.5,32.4,2016,January
24 Jan,0,0,0,0,28.2,31.8,25.5,12.2,41.8,2016,January
25 Jan,3.8,1.8,1.8,1.8,27.4,31.4,25.2,11.2,43.2,2016,January
26 Jan,3.6,1.8,1.8,2.2,27.3,30.3,25.1,10.4,35.3,2016,January
27 Jan,0.4,0.2,0.2,0.2,28,31.9,25.1,10.4,34.9,2016,January
28 Jan,0,0,0,0,28.2,32.6,25.3,10.1,29.2,2016,January
29 Jan,0,0,0,0,27.9,32.1,24.8,10.8,36,2016,January
30 Jan,0,0,0,0,28.1,32.6,25.2,11.2,32.8,2016,January
31 Jan,0,0,0,0,28.4,32.5,25.5,11.5,38.5,2016,January
2 Feb,6.4,3.6,4.6,5.4,27.1,31.4,24.6,10.8,32.8,2016,February
3 Feb,0,0,0,0,27.6,32.1,24,9.7,29.5,2016,February
4 Feb,0,0,0,0,27.8,32.1,25.7,10.4,27,2016,February
5 Feb,1.2,0.8,0.8,1,27.9,31.8,25,9.7,30.2,2016,February
6 Feb,16.2,6.4,6.4,6.4,28,31.4,25.5,12.2,44.6,2016,February
7 Feb,22,8,9.6,10.8,26.7,28.3,24.7,13,39.2,2016,February
8 Feb,0.2,0.2,0.2,0.2,27.4,29.3,25.5,12.6,35.3,2016,February
9 Feb,0,0,0,0,26.4,28.4,25.3,10.8,30.6,2016,February
10 Feb,0.4,0.4,0.4,0.4,26.3,28.1,24.6,11.9,32.8,2016,February
11 Feb,0,0,0,0,27.1,29.9,25.3,10.8,25.6,2016,February
12 Feb,7.4,6.6,7.4,7.4,26.8,31.8,22.2,10.1,42.5,2016,February
13 Feb,0.2,0.2,0.2,0.2,27.9,31.6,24.1,9.7,32.8,2016,February
14 Feb,6.2,3,4.6,6.2,27.6,31.9,25.3,9,28.8,2016,February
15 Feb,0,0,0,0,28.3,32.1,25.4,10.8,33.5,2016,February
16 Feb,0,0,0,0,28.2,31.8,26.1,13,42.8,2016,February
17 Feb,0,0,0,0,27.6,31.2,24.1,11.9,34.2,2016,February
18 Feb,0.2,0.2,0.2,0.2,26.7,31.1,23.3,9.7,31.7,2016,February
19 Feb,70.4,18,21.8,31.8,24.7,27.2,23.5,9.4,27.4,2016,February
20 Feb,1,0.2,0.2,0.4,26.4,29.8,24.3,11.5,33.1,2016,February
21 Feb,0,0,0,0,27,30.5,23.9,11.2,33.8,2016,February
22 Feb,0,0,0,0,27.3,31.3,24.6,11.2,32.4,2016,February
23 Feb,0.4,0.4,0.4,0.4,27.4,31.3,24.8,11.2,33.1,2016,February
24 Feb,54.4,21.4,34.4,49,25.4,28.8,23.3,10.1,32,2016,February
25 Feb,0,0,0,0,27,30.6,24.3,12.2,42.5,2016,February
26 Feb,0,0,0,0,27.7,31.4,25.2,12.2,36.4,2016,February
27 Feb,0,0,0,0,27.6,31.6,24,11.5,36.7,2016,February
28 Feb,0,0,0,0,28,31.7,25.3,12.6,38.2,2016,February
29 Feb,0,0,0,0,28.2,31.4,26.3,13.3,38.9,2016,February
2 Mar,0,0,0,0,27.9,31.3,26,13,38.9,2016,March
3 Mar,0,0,0,0,27.9,31.1,25.3,12.2,39.6,2016,March
4 Mar,0,0,0,0,28,31.6,25.7,11.9,34.6,2016,March
5 Mar,0,0,0,0,27.9,31.7,25.5,10.8,33.1,2016,March
6 Mar,0,0,0,0,28.4,32.6,25.9,10.8,32.4,2016,March
7 Mar,0,0,0,0,28.1,32.5,25.8,10.4,30.6,2016,March
8 Mar,0.8,0.8,0.8,0.8,27.8,32.9,25.7,9,24.5,2016,March
9 Mar,0,0,0,0,28.7,33.5,25.8,10.1,29.5,2016,March
10 Mar,1,0.8,0.8,1,28.1,34.1,25.3,9.4,32.4,2016,March
11 Mar,0,0,0,0,28.7,33.8,25.7,10.4,34.6,2016,March
12 Mar,0,0,0,0,28.3,32.2,25.5,11.2,34.6,2016,March
13 Mar,0.6,0.6,0.6,0.6,27.9,32.9,24.6,10.1,31,2016,March
14 Mar,2.2,2,2.2,2.2,28,32.2,25.7,9,28.8,2016,March
15 Mar,0,0,0,0,28.1,32.3,25.1,11.2,34.9,2016,March
16 Mar,0,0,0,0,27.6,33.4,23.6,9.4,27.7,2016,March
17 Mar,0,0,0,0,27.9,32.9,24.1,10.1,29.9,2016,March
18 Mar,0,0,0,0,27.9,32.5,24.3,9,25.9,2016,March
19 Mar,0,0,0,0,27.8,32.3,24.2,9.7,27.7,2016,March
20 Mar,2.8,2.8,2.8,2.8,28.2,32.5,25.1,9.7,26.6,2016,March
21 Mar,0,0,0,0,28.1,32.6,25.7,9,24.5,2016,March
22 Mar,6.4,5.8,6.2,6.2,27.2,33.3,24.6,9.4,29.5,2016,March
23 Mar,0,0,0,0,28.1,32.6,24.6,9.7,24.8,2016,March
24 Mar,0,0,0,0,28.7,33.1,25.6,9.4,28.8,2016,March
25 Mar,16,10,11.8,11.8,27,33,23.2,8.6,26.3,2016,March
26 Mar,0,0,0,0,27.9,32,24.3,10.1,36.7,2016,March
27 Mar,0,0,0,0,28.7,32.8,25.6,12.2,38.9,2016,March
28 Mar,0,0,0,0,28.7,32.3,25.3,11.5,36,2016,March
29 Mar,0,0,0,0,28.5,32.2,25.3,11.9,39.2,2016,March
30 Mar,0,0,0,0,28.3,32.6,24.8,10.8,35.6,2016,March
31 Mar,0,0,0,0,28.8,33.2,26,11.9,35.3,2016,March
2 Apr,2.6,2.6,2.6,2.6,28.5,34,24.5,10.1,32.8,2016,April
3 Apr,0.2,0.2,0.2,0.2,28.4,33.8,25.7,9.7,26.3,2016,April
4 Apr,0,0,0,0,28.8,33.7,26,9.7,29.9,2016,April
5 Apr,0,0,0,0,28.8,32.9,26.2,9.4,25.6,2016,April
6 Apr,0,0,0,0,28.7,34.5,24.9,9.7,28.1,2016,April
7 Apr,0,0,0,0,28.4,33.4,24.2,9.4,30.2,2016,April
8 Apr,0,0,0,0,28.9,34,24.8,9.4,28.1,2016,April
9 Apr,0.8,0.8,0.8,0.8,27.9,33.9,25.2,8.6,28.8,2016,April
10 Apr,0,0,0,0,28.8,34.3,25,9.7,28.8,2016,April
11 Apr,0,0,0,0,28.8,34.3,26.2,9.4,28.1,2016,April
12 Apr,0.8,0.8,0.8,0.8,29.2,36,26.1,10.4,32,2016,April
13 Apr,0,0,0,0,29.1,36.6,25.8,10.1,36,2016,April
14 Apr,7.4,5.6,6.8,6.8,28.4,33.1,25.7,8.6,24.8,2016,April
15 Apr,2.2,1.4,1.8,2.2,28.3,32.1,25.9,9,28.1,2016,April
16 Apr,0,0,0,0,29,34.7,25.7,9.4,30.2,2016,April
17 Apr,0,0,0,0,29.9,35.1,26.3,9,28.8,2016,April
18 Apr,0,0,0,0,29.8,35.4,26,9.7,28.1,2016,April
19 Apr,0,0,0,0,29.6,34.6,26.1,9.7,33.1,2016,April
20 Apr,0,0,0,0,28.9,34.5,26,9,28.4,2016,April
21 Apr,0,0,0,0,29.6,34.5,25.9,10.4,29.5,2016,April
22 Apr,0.6,0.6,0.6,0.6,28.7,33.7,26.4,8.6,31.3,2016,April
23 Apr,0,0,0,0,29.1,34.8,26.4,9.4,31.3,2016,April
24 Apr,0,0,0,0,29.1,33.6,26.5,9.4,27.4,2016,April
25 Apr,2.4,1.8,1.8,1.8,28.1,33.7,25.1,8.6,31.3,2016,April
26 Apr,2.2,2.2,2.2,2.2,28.4,34.4,24.5,9,27.7,2016,April
27 Apr,18.6,14,18,18.6,27.7,34.8,23.9,9.4,27,2016,April
28 Apr,0,0,0,0,27.9,34.6,25.1,10.8,63,2016,April
29 Apr,0.2,0.2,0.2,0.2,27.6,33.3,25.6,9.4,24.8,2016,April
30 Apr,1,1,1,1,27.6,35,25.2,9,28.4,2016,April
2 May,0.6,0.4,0.6,0.6,28.1,34.3,26.1,9,28.1,2016,May
3 May,0,0,0,0,29.2,35,25.7,9.7,28.1,2016,May
4 May,0,0,0,0,29.9,35.2,26.1,9.7,27.7,2016,May
5 May,2,2,2,2,28.6,34.8,25.5,9.4,29.5,2016,May
6 May,1,0.8,0.8,1,28.6,34.7,26.2,9.4,27,2016,May
7 May,0,0,0,0,29.1,34.1,26.1,10.1,32.4,2016,May
8 May,0,0,0,0,29.3,35,26,9.7,28.1,2016,May
9 May,0,0,0,0,29,34.3,25.4,9.4,27.4,2016,May
10 May,0,0,0,0,29.8,35.5,26.9,9.4,29.2,2016,May
11 May,12.2,10.8,10.8,10.8,28.5,35.7,25.2,9.7,29.9,2016,May
12 May,0,0,0,0,28.9,34.6,26.2,10.1,29.9,2016,May
13 May,7.6,7,7,7.6,27.9,31.2,25,10.1,27.7,2016,May
14 May,1.2,0.6,0.6,0.8,27.1,32.9,25.7,9,30.6,2016,May
15 May,0,0,0,0,28.3,34.7,25.5,9.4,27.7,2016,May
16 May,11.8,3.8,7,11.8,27.5,34.3,25,9.4,31.7,2016,May
17 May,0,0,0,0,28.5,33.4,25.6,9.4,24.1,2016,May
18 May,34.8,28,33.4,34,27.4,33.8,23.8,10.1,28.1,2016,May
19 May,18.6,16.2,18.4,18.4,27.6,33.6,24.5,9,31.7,2016,May
20 May,4.2,4.2,4.2,4.2,28.6,33,26.2,9.4,26.3,2016,May
21 May,3.8,3.8,3.8,3.8,28.2,30.9,24.6,9.7,32.4,2016,May
22 May,27.4,15.2,18,20,27.6,33.9,23.7,10.8,43.2,2016,May
23 May,7.8,7.2,7.6,7.6,28.4,34.4,24.1,9.7,29.9,2016,May
24 May,0.2,0.2,0.2,0.2,28.5,33.2,25.9,8.6,29.2,2016,May
25 May,0,0,0,0,29.2,33.9,26.6,9,25.9,2016,May
26 May,0,0,0,0,28.3,32.6,25.7,8.3,27.7,2016,May
27 May,0,0,0,0,29.2,34.1,26.6,8.6,31,2016,May
28 May,11.4,7.4,7.8,11.4,28.1,32.7,24.5,7.9,28.1,2016,May
29 May,0,0,0,0,29,34.3,26.1,9.7,26.6,2016,May
30 May,0.8,0.6,0.6,0.6,27.6,31.9,24.7,9,41,2016,May
31 May,0,0,0,0,28.1,33.3,24.2,9.7,29.9,2016,May
2 Jun,0.8,0.6,0.8,0.8,—,34.4,24.7,9.4,29.9,2016,June
3 Jun,0,0,0,0,—,33.9,24.7,9,27.7,2016,June
4 Jun,2.2,0.6,0.8,1,25.8,27.2,24.5,7.6,22.3,2016,June
5 Jun,0,0,0,0,28,33,25.2,9,28.1,2016,June
6 Jun,0,0,0,0,28.7,33.9,26.1,9,30.2,2016,June
7 Jun,0,0,0,0,29.2,34,26.3,9.4,29.2,2016,June
8 Jun,2,1.2,1.4,1.8,26.9,31.2,23.9,8.6,28.4,2016,June
9 Jun,0.4,0.4,0.4,0.4,27.8,33.8,24.8,9.7,28.4,2016,June
10 Jun,0,0,0,0,28.1,33.3,25.2,9,27.4,2016,June
11 Jun,41.2,23.2,29.2,40,27,33.2,24.4,7.9,34.2,2016,June
12 Jun,0.2,0.2,0.2,0.2,27.9,33.8,24.5,8.6,30.2,2016,June
13 Jun,0,0,0,0,28.3,33.9,25.4,9,27.4,2016,June
14 Jun,0.6,0.4,0.4,0.6,27.5,33.3,24.9,9,32.4,2016,June
15 Jun,48,44,47.4,47.8,27,31.3,23.8,9,37.4,2016,June
16 Jun,0.8,0.8,0.8,0.8,27.4,32.4,25.2,8.3,28.4,2016,June
17 Jun,36.4,19.2,20,20.2,25.6,29.6,23.8,9.7,41,2016,June
18 Jun,0.2,0.2,0.2,0.2,26.2,29,23.9,8.3,21.2,2016,June
19 Jun,0,0,0,0,27.1,30,24.7,7.9,25.2,2016,June
20 Jun,0,0,0,0,28.2,33.2,24.6,9.4,27.7,2016,June
21 Jun,2.2,2.2,2.2,2.2,27.6,32.4,25.2,8.6,27.7,2016,June
22 Jun,20,12.2,18.6,19.2,26,30.9,23.6,8.3,28.4,2016,June
23 Jun,0,0,0,0,28.3,33.2,25.1,9,27.7,2016,June
24 Jun,76.4,35,57.2,68.8,25.9,29.4,22.6,8.3,50,2016,June
25 Jun,0.2,0.2,0.2,0.2,28.2,33.2,25,8.6,30.2,2016,June
26 Jun,2,1,1.6,1.8,27.5,32.2,25.5,7.9,27.7,2016,June
27 Jun,0.2,0.2,0.2,0.2,27.8,31.1,26,7.9,25.9,2016,June
28 Jun,0,0,0,0,29.4,34.7,26,9,34.2,2016,June
29 Jun,0,0,0,0,29.6,34.7,26,9.4,26.6,2016,June
30 Jun,0,0,0,0,29.5,34,26.6,9,28.8,2016,June
2 Jul,0,0,0,0,29.3,32.7,26.8,8.3,24.8,2016,July
3 Jul,0,0,0,0,29.5,33.7,26.6,8.6,25.6,2016,July
4 Jul,0,0,0,0,29.7,34,26.7,8.6,27,2016,July
5 Jul,0,0,0,0,29.6,34.2,26.3,9.4,27.4,2016,July
6 Jul,3,3,3,3,28.5,33.4,25,8.3,39.2,2016,July
7 Jul,1.4,1.4,1.4,1.4,28.7,33.2,25.2,9.7,33.1,2016,July
8 Jul,7,4.6,6.6,7,27.8,32.1,24.1,8.6,36.7,2016,July
9 Jul,0,0,0,0,28.7,33.2,25.5,8.6,34.6,2016,July
10 Jul,0,0,0,0,28.4,33.9,25.8,9,32.8,2016,July
11 Jul,6.8,6.2,6.2,6.2,26.9,30.9,24.4,7.9,36.4,2016,July
12 Jul,0,0,0,0,29,33.4,25.3,8.6,29.9,2016,July
13 Jul,44,24.2,32.4,42.6,26.5,29.6,24,7.9,38.5,2016,July
14 Jul,8.6,5.4,6.2,7.6,25.9,30.6,24.2,7.9,30.2,2016,July
15 Jul,19.2,13.8,17.4,18.6,26.2,32.4,23.8,9,39.2,2016,July
16 Jul,0.2,0.2,0.2,0.2,27.7,33.3,24.2,9.7,26.6,2016,July
17 Jul,1.8,1.4,1.6,1.6,26.9,32.8,24.3,8.6,28.8,2016,July
18 Jul,35.8,29.6,35,35.4,26.4,33.1,23.2,9,29.5,2016,July
19 Jul,34.4,30,33.4,34.2,27.1,32.2,22.7,10.1,44.6,2016,July
20 Jul,28.8,13.2,15.2,17,26.1,30.7,22.8,7.9,22,2016,July
21 Jul,43.6,17.4,26.4,28.4,26.8,31.8,23.1,8.6,26.6,2016,July
22 Jul,13,6.6,7.6,7.8,—,28.6,23.7,7.9,25.2,2016,July
23 Jul,10,3.8,5.8,5.8,26.2,31.7,23.7,7.9,29.5,2016,July
24 Jul,0.4,0.2,0.4,0.4,26.6,32.4,24.7,8.3,26.6,2016,July
25 Jul,—,—,—,—,—,—,—,—,—,2016,July
26 Jul,—,—,—,—,—,—,—,—,—,2016,July
27 Jul,—,—,—,—,—,—,—,—,—,2016,July
28 Jul,—,—,—,—,—,—,—,—,—,2016,July
29 Jul,—,—,—,—,—,—,—,—,—,2016,July
30 Jul,—,—,—,—,—,—,—,—,—,2016,July
31 Jul,—,—,—,—,—,—,—,—,—,2016,July
2 Aug,—,—,—,—,—,—,—,—,—,2016,August
3 Aug,—,—,—,—,—,—,—,—,—,2016,August
4 Aug,—,—,—,—,—,—,—,—,—,2016,August
5 Aug,0.8,0.6,0.8,0.8,—,33.9,25.4,9,30.6,2016,August
6 Aug,1.8,1.6,1.8,1.8,—,33.5,24.6,8.3,29.9,2016,August
7 Aug,0,0,0,0,28.2,33.5,25.1,8.6,33.1,2016,August
8 Aug,0,0,0,0,28.4,33.6,25.5,8.3,25.2,2016,August
9 Aug,0,0,0,0,28.7,33.9,25.3,9.4,33.1,2016,August
10 Aug,0,0,0,0,29.1,34.2,25.8,9,32,2016,August
11 Aug,0.2,0.2,0.2,0.2,28.1,32,26.2,7.9,24.8,2016,August
12 Aug,0,0,0,0,28.3,32.2,26,8.3,35.3,2016,August
13 Aug,0,0,0,0,28.4,33.2,25.7,8.6,28.4,2016,August
14 Aug,0,0,0,0,28,33.3,25,8.6,31.3,2016,August
15 Aug,0,0,0,0,28.8,33.9,25.2,9,30.6,2016,August
16 Aug,0,0,0,0,—,33.3,25.3,9,31.3,2016,August
17 Aug,16.2,16,16.2,16.2,—,33.4,22.2,8.6,43.6,2016,August
18 Aug,0.4,0.4,0.4,0.4,—,33.3,26.1,9.4,36,2016,August
19 Aug,25.4,21.6,23.6,24.6,—,32.4,22.3,8.3,39.6,2016,August
20 Aug,0.4,0.4,0.4,0.4,—,33.5,25.6,9.4,30.2,2016,August
21 Aug,40.2,25.2,36.8,40,27.1,30.8,22.6,7.6,28.4,2016,August
22 Aug,0,0,0,0,28.1,32.8,25.7,8.3,29.2,2016,August
23 Aug,0,0,0,0,28.3,33.3,25.7,8.6,28.1,2016,August
24 Aug,34.4,22.8,31,33.2,—,—,—,9,42.5,2016,August
25 Aug,—,—,—,—,—,—,—,—,—,2016,August
26 Aug,—,—,—,—,—,—,—,—,—,2016,August
27 Aug,0,0,0,0,28.7,33.3,26.2,8.6,29.2,2016,August
28 Aug,0,0,0,0,27.8,32.5,25.4,8.6,23.8,2016,August
29 Aug,2.8,2.8,2.8,2.8,28.3,32.3,24.8,9,35.3,2016,August
30 Aug,5,2.2,3.2,3.2,26.4,29.5,24.5,7.2,28.8,2016,August
31 Aug,0,0,0,0,—,33.3,24.6,9.4,38.2,2016,August
2 Sep,0,0,0,0,28,34.2,23.3,8.6,31,2016,September
3 Sep,0,0,0,0,28.7,34.2,24.4,9,30.2,2016,September
4 Sep,0,0,0,0,27.9,32.8,25,9,27.7,2016,September
5 Sep,0.8,0.8,0.8,0.8,27.2,32.8,24.6,7.9,28.1,2016,September
6 Sep,0,0,0,0,28.2,33.6,24.6,7.9,29.9,2016,September
7 Sep,1,0.6,0.6,0.6,26.6,28.7,23.6,7.9,38.2,2016,September
8 Sep,0,0,0,0,28.6,33.9,25.8,8.6,31.7,2016,September
9 Sep,4.4,4.4,4.4,4.4,26.6,33.5,23.8,8.3,41.8,2016,September
10 Sep,0.4,0.2,0.2,0.2,26.6,31.8,23,7.2,40,2016,September
11 Sep,0,0,0,0,28.1,33.1,24.8,8.6,42.1,2016,September
12 Sep,2.4,2,2,2,25.2,27.2,24.1,6.5,36,2016,September
13 Sep,0,0,0,0,28.2,34,23.8,10.1,30.2,2016,September
14 Sep,28.2,14.8,20.6,20.8,25.6,30.2,23.2,7.6,43.2,2016,September
15 Sep,0,0,0,0,28.2,33.7,24.8,9.4,31,2016,September
16 Sep,7.6,3,4.2,6,27.7,32.8,22.7,8.6,37.8,2016,September
17 Sep,0,0,0,0,27.9,31.9,25.1,8.3,27.4,2016,September
18 Sep,13.6,8.8,13.2,13.6,27.8,33.8,22.2,8.6,31,2016,September
19 Sep,10,6.4,6.8,9.6,27.8,31.6,24.7,7.9,24.8,2016,September
20 Sep,0.2,0.2,0.2,0.2,27.8,32.5,24.5,9,36.7,2016,September
21 Sep,7.4,4.4,4.4,6.6,27.2,34.2,22.9,7.9,39.6,2016,September
22 Sep,0,0,0,0,27.4,32.1,24.5,8.3,24.5,2016,September
23 Sep,0.2,0.2,0.2,0.2,27.6,33.7,23.6,8.3,33.5,2016,September
24 Sep,0,0,0,0,28.2,33.5,24,8.3,29.5,2016,September
25 Sep,0,0,0,0,27.5,31.6,24.7,8.3,26.3,2016,September
26 Sep,0,0,0,0,27.7,34.6,23.8,8.6,32,2016,September
27 Sep,0.8,0.4,0.4,0.4,27,31.2,24.1,7.9,24.5,2016,September
28 Sep,0,0,0,0,28.8,34.6,25.2,9,29.2,2016,September
29 Sep,0,0,0,0,28.6,34,25.2,9,32,2016,September
30 Sep,24.6,16.2,24,24.6,27.2,34.9,22.5,9,41.8,2016,September
2 Oct,0,0,0,0,29.1,34.3,25.8,9.4,29.5,2016,October
3 Oct,30,24.4,29.4,29.6,26.9,30.8,21.9,7.9,34.2,2016,October
4 Oct,0,0,0,0,27.3,33.8,23.9,7.9,32.8,2016,October
5 Oct,0,0,0,0,27.7,32.7,24.1,8.3,27,2016,October
6 Oct,0.4,0.4,0.4,0.4,27.1,30.6,24.4,7.2,24.1,2016,October
7 Oct,50,27.8,37.4,39.2,24.9,26.6,23.2,6.5,36.7,2016,October
8 Oct,0,0,0,0,27.3,32.4,24.1,7.9,25.9,2016,October
9 Oct,0,0,0,0,27.5,33.3,24.4,8.3,27.4,2016,October
10 Oct,0,0,0,0,28.7,34.3,24.8,9.4,29.5,2016,October
11 Oct,0,0,0,0,29.1,35.5,25.1,9.7,34.2,2016,October
12 Oct,1,1,1,1,28.8,33.8,25.9,9.7,35.6,2016,October
13 Oct,0,0,0,0,28.3,31.1,25.9,9,26.3,2016,October
14 Oct,19,17,18.8,19,28.2,32.5,22.7,8.6,33.8,2016,October
15 Oct,0,0,0,0,28.9,33.6,24,9,33.8,2016,October
16 Oct,3.2,1.8,1.8,2,27.6,30.9,24.6,8.6,42.1,2016,October
17 Oct,0,0,0,0,28.3,32,26.4,9,28.1,2016,October
18 Oct,0.4,0.4,0.4,0.4,28.9,34.2,24.1,9,28.8,2016,October
19 Oct,28.6,19.2,27,27.6,26.6,30.2,22.2,7.2,41.4,2016,October
20 Oct,0,0,0,0,28.3,34.3,24.8,8.6,31,2016,October
21 Oct,0,0,0,0,28.3,34.4,25.8,8.6,32,2016,October
22 Oct,4.4,3.8,3.8,3.8,26.8,31,24.4,7.6,32.4,2016,October
23 Oct,0.4,0.4,0.4,0.4,27.3,31.8,24.8,8.6,23.4,2016,October
24 Oct,11.2,9.2,10.2,10.2,26.1,30.2,24.3,7.9,28.8,2016,October
25 Oct,28.2,18.2,18.6,21.8,26.2,30.8,22.5,9,30.6,2016,October
26 Oct,1.2,0.8,1,1,27,32.9,23.7,9,26.6,2016,October
27 Oct,1.6,0.6,0.8,1,25.2,30.3,23.6,7.2,24.8,2016,October
28 Oct,0.4,0.2,0.2,0.2,26.5,30.9,23.7,7.9,30.6,2016,October
29 Oct,1,0.6,0.8,0.8,26.6,30.2,24,8.6,23.4,2016,October
30 Oct,1.2,0.4,0.8,1,26.8,31,24,7.9,29.5,2016,October
31 Oct,0,0,0,0,28,32.7,24.9,8.6,22.7,2016,October
2 Nov,5.6,3,5.2,5.6,26.6,30.1,22.4,9,44.6,2016,November
3 Nov,14.6,7.6,10.6,11.2,26.6,31.7,24.2,7.9,33.1,2016,November
4 Nov,1,1,1,1,27.3,31.8,24.5,7.9,24.1,2016,November
5 Nov,4,1.8,2.4,3.2,26.3,28.4,24.5,6.8,23.4,2016,November
6 Nov,0,0,0,0,28.1,32.6,25.9,8.6,24.1,2016,November
7 Nov,2.4,0.8,1.2,2,26.3,30,24.6,8.6,27,2016,November
8 Nov,0,0,0,0,28.5,34.4,24.3,9.7,28.1,2016,November
9 Nov,22.4,19.8,22,22,26.6,31.3,23.1,7.9,29.2,2016,November
10 Nov,22.6,16.8,22.4,22.6,26.7,32.9,23.6,9,37.1,2016,November
11 Nov,3.6,1.4,1.6,1.8,25.9,30.7,23.9,7.6,23,2016,November
12 Nov,8.2,8,8.2,8.2,26.7,32.7,24.4,7.9,27.4,2016,November
13 Nov,0.2,0.2,0.2,0.2,27.3,30.8,24.7,7.9,28.1,2016,November
14 Nov,24.2,8.4,10.4,17.4,24.8,27.7,23.1,6.1,31.7,2016,November
15 Nov,0.2,0.2,0.2,0.2,26.9,31.5,24,8.3,29.9,2016,November
16 Nov,44.2,21.4,30.8,41.4,25.9,29.7,22.1,7.6,33.1,2016,November
17 Nov,19,9,10,17.6,26.5,32.1,23.8,8.6,27.4,2016,November
18 Nov,0.6,0.2,0.2,0.2,26.7,31.8,24.2,9,24.5,2016,November
19 Nov,1.2,1.2,1.2,1.2,27.2,31.5,24.6,9.4,27.4,2016,November
20 Nov,2,2,2,2,27.2,31.3,25.1,10.4,27.7,2016,November
21 Nov,0.2,0.2,0.2,0.2,27.7,32.3,25.2,8.6,25.2,2016,November
22 Nov,0,0,0,0,26.8,29.3,25.1,7.9,22.7,2016,November
23 Nov,1.8,1.6,1.8,1.8,27.1,31.4,24.1,8.3,28.4,2016,November
24 Nov,0,0,0,0,27,33.2,24.3,8.6,31.3,2016,November
25 Nov,45.2,33,43.8,44.8,26.9,32.8,23.8,7.9,27.7,2016,November
26 Nov,1.8,0.8,1,1.2,26.9,31.5,24.9,8.6,25.2,2016,November
27 Nov,0.6,0.6,0.6,0.6,26.8,29.6,24,9,27.4,2016,November
28 Nov,0,0,0,0,27.1,29.2,25.7,9,32.4,2016,November
29 Nov,0.8,0.4,0.4,0.6,25.9,28.1,24.4,7.6,27.4,2016,November
30 Nov,0,0,0,0,27.5,31.6,24,9.4,35.3,2016,November
2 Dec,0.6,0.4,0.6,0.6,27.1,32.8,23.9,8.6,25.6,2016,December
3 Dec,3.4,1.8,2.4,2.6,26.8,30.1,24.4,6.8,22.7,2016,December
4 Dec,0.2,0.2,0.2,0.2,28.3,33.4,25.2,9.4,27,2016,December
5 Dec,3,2.2,2.8,3,28.3,33.4,25.3,9.4,29.2,2016,December
6 Dec,26.2,21,25.4,25.4,27.2,33,24.1,9,27.4,2016,December
7 Dec,24.2,15.4,18.2,24.2,26.9,31.9,24.6,9.4,37.8,2016,December
8 Dec,0,0,0,0,27.7,32.1,24.7,8.6,27,2016,December
9 Dec,4,2.2,2.2,2.2,26.4,30.9,24.1,7.2,32,2016,December
10 Dec,9.4,7,9.4,9.4,26.9,30.2,23.8,7.2,24.8,2016,December
11 Dec,10.6,8,8.8,9,25.7,29.8,23.1,6.8,32.8,2016,December
12 Dec,0,0,0,0,27.9,32.4,25.1,8.3,31.3,2016,December
13 Dec,0.2,0.2,0.2,0.2,27.5,32.5,24.2,7.6,37.1,2016,December
14 Dec,0.2,0.2,0.2,0.2,27.2,34,23.9,7.9,29.2,2016,December
15 Dec,0,0,0,0,27.6,33.7,24.1,8.3,28.1,2016,December
16 Dec,0.6,0.6,0.6,0.6,27.2,31.9,24.7,9.4,26.6,2016,December
17 Dec,26.8,12.8,17.6,18.2,26,31,24.1,7.6,34.2,2016,December
18 Dec,5.8,3.4,5.2,5.8,26.2,31.1,22.8,7.9,32,2016,December
19 Dec,1,0.6,0.8,0.8,27.5,31.8,24.4,7.9,27,2016,December
20 Dec,0,0,0,0,28,32.7,24.8,9,36.7,2016,December
21 Dec,1.2,1.2,1.2,1.2,27.6,32.3,24.4,7.9,35.3,2016,December
22 Dec,36.2,24.2,29,32.8,25.8,31.3,22.7,7.6,29.9,2016,December
23 Dec,20.4,14.6,18,18.8,26.2,30.4,23.1,7.9,26.3,2016,December
